x,y,UTC_DATE,LOCAL_MONTH,UTC_DAY,DEW_POINT_TEMP,LOCAL_DATE,WIND_DIRECTION_FLAG,RELATIVE_HUMIDITY_FLAG,WINDCHILL_FLAG,STATION_NAME,WIND_SPEED_FLAG,TEMP,PRECIP_AMOUNT,LOCAL_YEAR,DEW_POINT_TEMP_FLAG,WIND_DIRECTION,WIND_SPEED,CLIMATE_IDENTIFIER,LOCAL_DAY,WEATHER_FRE_DESC,TEMP_FLAG,PROVINCE_CODE,VISIBILITY,UTC_MONTH,RELATIVE_HUMIDITY,WEATHER_ENG_DESC,STATION_PRESSURE,PRECIP_AMOUNT_FLAG,LOCAL_HOUR,ID,HUMIDEX_FLAG,WINDCHILL,UTC_YEAR,STATION_PRESSURE_FLAG,HUMIDEX,VISIBILITY_FLAG
-79.63055555555556,43.67666666666667,2023-01-01T05:00:00,1,1,3.3,2023-01-01 00:00:00,,,,TORONTO INTL A,,3.3,,2023,,27,14,6158731,1,ND,,ON,24.1,1,100,NA,99.07,,0,6158731.2023.1.1.0,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T06:00:00,1,1,3.1,2023-01-01 01:00:00,,,,TORONTO INTL A,,3.1,,2023,,27,11,6158731,1,Nuageux,,ON,24.1,1,100,Cloudy,99.08,,1,6158731.2023.1.1.1,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T07:00:00,1,1,2.9,2023-01-01 02:00:00,,,,TORONTO INTL A,,3.4,,2023,,26,9,6158731,1,ND,,ON,24.1,1,96,NA,99.09,,2,6158731.2023.1.1.2,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T08:00:00,1,1,1.6,2023-01-01 03:00:00,,,,TORONTO INTL A,,3.7,,2023,,27,19,6158731,1,ND,,ON,24.1,1,86,NA,99.2,,3,6158731.2023.1.1.3,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T09:00:00,1,1,1.6,2023-01-01 04:00:00,,,,TORONTO INTL A,,3.4,,2023,,28,8,6158731,1,Nuageux,,ON,24.1,1,88,Cloudy,99.18,,4,6158731.2023.1.1.4,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T10:00:00,1,1,2.6,2023-01-01 05:00:00,,,,TORONTO INTL A,,3.1,,2023,,26,8,6158731,1,ND,,ON,24.1,1,97,NA,99.22,,5,6158731.2023.1.1.5,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T11:00:00,1,1,2.4,2023-01-01 06:00:00,,,,TORONTO INTL A,,3.5,,2023,,25,18,6158731,1,ND,,ON,24.1,1,93,NA,99.3,,6,6158731.2023.1.1.6,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T12:00:00,1,1,-0.3,2023-01-01 07:00:00,,,,TORONTO INTL A,,3.2,,2023,,29,21,6158731,1,Nuageux,,ON,24.1,1,78,Cloudy,99.38,,7,6158731.2023.1.1.7,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T13:00:00,1,1,-0.1,2023-01-01 08:00:00,,,,TORONTO INTL A,,2.9,,2023,,28,21,6158731,1,ND,,ON,24.1,1,81,NA,99.37,,8,6158731.2023.1.1.8,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T14:00:00,1,1,0.7,2023-01-01 09:00:00,,,,TORONTO INTL A,,3.0,,2023,,26,7,6158731,1,ND,,ON,24.1,1,85,NA,99.36,,9,6158731.2023.1.1.9,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T15:00:00,1,1,0.3,2023-01-01 10:00:00,,,,TORONTO INTL A,,3.2,,2023,,23,10,6158731,1,Généralement nuageux,,ON,24.1,1,81,Mostly Cloudy,99.38,,10,6158731.2023.1.1.10,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T16:00:00,1,1,0.7,2023-01-01 11:00:00,,,,TORONTO INTL A,,2.9,,2023,,21,10,6158731,1,"Pluie,Neige",,ON,9.7,1,85,"Rain,Snow",99.38,,11,6158731.2023.1.1.11,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T17:00:00,1,1,2.7,2023-01-01 12:00:00,,,,TORONTO INTL A,,2.7,,2023,,17,10,6158731,1,Pluie,,ON,9.7,1,100,Rain,99.31,,12,6158731.2023.1.1.12,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T18:00:00,1,1,2.9,2023-01-01 13:00:00,,,,TORONTO INTL A,,2.9,,2023,,18,7,6158731,1,Nuageux,,ON,16.1,1,100,Cloudy,99.26,,13,6158731.2023.1.1.13,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T19:00:00,1,1,3.1,2023-01-01 14:00:00,,,,TORONTO INTL A,,3.1,,2023,,20,13,6158731,1,"Pluie,Brouillard",,ON,6.4,1,100,"Rain,Fog",99.27,,14,6158731.2023.1.1.14,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T20:00:00,1,1,3.2,2023-01-01 15:00:00,,,,TORONTO INTL A,,3.2,,2023,,21,8,6158731,1,Pluie,,ON,8.1,1,100,Rain,99.28,,15,6158731.2023.1.1.15,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T21:00:00,1,1,3.4,2023-01-01 16:00:00,,,,TORONTO INTL A,,3.4,,2023,,18,6,6158731,1,Brouillard,,ON,9.7,1,100,Fog,99.26,,16,6158731.2023.1.1.16,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T22:00:00,1,1,3.3,2023-01-01 17:00:00,,,,TORONTO INTL A,,3.4,,2023,,21,11,6158731,1,Brouillard,,ON,8.1,1,99,Fog,99.32,,17,6158731.2023.1.1.17,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-01T23:00:00,1,1,3.1,2023-01-01 18:00:00,,,,TORONTO INTL A,,3.1,,2023,,21,8,6158731,1,Brouillard,,ON,9.7,1,100,Fog,99.35,,18,6158731.2023.1.1.18,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T00:00:00,1,2,3.4,2023-01-01 19:00:00,,,,TORONTO INTL A,,3.4,,2023,,22,10,6158731,1,"Pluie,Brouillard",,ON,9.7,1,100,"Rain,Fog",99.42,,19,6158731.2023.1.1.19,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T01:00:00,1,2,2.9,2023-01-01 20:00:00,,,,TORONTO INTL A,,2.9,,2023,,24,14,6158731,1,ND,,ON,16.1,1,100,NA,99.44,,20,6158731.2023.1.1.20,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T02:00:00,1,2,3.2,2023-01-01 21:00:00,,,,TORONTO INTL A,,3.2,,2023,,22,10,6158731,1,ND,,ON,16.1,1,100,NA,99.44,,21,6158731.2023.1.1.21,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T03:00:00,1,2,3.6,2023-01-01 22:00:00,,,,TORONTO INTL A,,3.6,,2023,,20,12,6158731,1,Brouillard,,ON,9.7,1,100,Fog,99.44,,22,6158731.2023.1.1.22,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T04:00:00,1,2,3.9,2023-01-01 23:00:00,,,,TORONTO INTL A,,3.9,,2023,,21,12,6158731,1,Brouillard,,ON,9.7,1,100,Fog,99.46,,23,6158731.2023.1.1.23,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T05:00:00,1,2,4.1,2023-01-02 00:00:00,,,,TORONTO INTL A,,4.1,,2023,,23,10,6158731,2,Brouillard,,ON,9.7,1,100,Fog,99.5,,0,6158731.2023.1.2.0,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T06:00:00,1,2,4.1,2023-01-02 01:00:00,,,,TORONTO INTL A,,4.1,,2023,,21,7,6158731,2,Brouillard,,ON,9.7,1,100,Fog,99.51,,1,6158731.2023.1.2.1,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T07:00:00,1,2,4.3,2023-01-02 02:00:00,,,,TORONTO INTL A,,4.4,,2023,,22,7,6158731,2,ND,,ON,16.1,1,99,NA,99.53,,2,6158731.2023.1.2.2,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T08:00:00,1,2,3.7,2023-01-02 03:00:00,,,,TORONTO INTL A,,4.5,,2023,,27,13,6158731,2,ND,,ON,16.1,1,95,NA,99.59,,3,6158731.2023.1.2.3,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T09:00:00,1,2,3.7,2023-01-02 04:00:00,,,,TORONTO INTL A,,4.3,,2023,,31,16,6158731,2,Nuageux,,ON,16.1,1,96,Cloudy,99.59,,4,6158731.2023.1.2.4,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T10:00:00,1,2,1.8,2023-01-02 05:00:00,,,,TORONTO INTL A,,4.0,,2023,,29,18,6158731,2,ND,,ON,16.1,1,85,NA,99.65,,5,6158731.2023.1.2.5,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T11:00:00,1,2,1.8,2023-01-02 06:00:00,,,,TORONTO INTL A,,3.6,,2023,,29,14,6158731,2,ND,,ON,16.1,1,88,NA,99.69,,6,6158731.2023.1.2.6,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T12:00:00,1,2,2.0,2023-01-02 07:00:00,,,,TORONTO INTL A,,3.5,,2023,,29,10,6158731,2,Nuageux,,ON,24.1,1,90,Cloudy,99.74,,7,6158731.2023.1.2.7,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T13:00:00,1,2,1.3,2023-01-02 08:00:00,,,,TORONTO INTL A,,3.4,,2023,,31,13,6158731,2,ND,,ON,19.3,1,86,NA,99.75,,8,6158731.2023.1.2.8,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T14:00:00,1,2,1.7,2023-01-02 09:00:00,,,,TORONTO INTL A,,3.4,,2023,,31,11,6158731,2,ND,,ON,19.3,1,89,NA,99.79,,9,6158731.2023.1.2.9,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T15:00:00,1,2,1.4,2023-01-02 10:00:00,,,,TORONTO INTL A,,4.0,,2023,,31,12,6158731,2,Généralement nuageux,,ON,19.3,1,83,Mostly Cloudy,99.86,,10,6158731.2023.1.2.10,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T16:00:00,1,2,0.6,2023-01-02 11:00:00,,,,TORONTO INTL A,,4.2,,2023,,27,8,6158731,2,ND,,ON,19.3,1,77,NA,99.91,,11,6158731.2023.1.2.11,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T17:00:00,1,2,0.6,2023-01-02 12:00:00,,,,TORONTO INTL A,,4.3,,2023,,30,9,6158731,2,ND,,ON,19.3,1,77,NA,99.89,,12,6158731.2023.1.2.12,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T18:00:00,1,2,0.2,2023-01-02 13:00:00,,,,TORONTO INTL A,,4.7,,2023,,24,7,6158731,2,Nuageux,,ON,19.3,1,72,Cloudy,99.87,,13,6158731.2023.1.2.13,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T19:00:00,1,2,0.3,2023-01-02 14:00:00,,,,TORONTO INTL A,,4.7,,2023,,33,7,6158731,2,ND,,ON,24.1,1,74,NA,99.81,,14,6158731.2023.1.2.14,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T20:00:00,1,2,0.1,2023-01-02 15:00:00,,,,TORONTO INTL A,,4.8,,2023,,35,3,6158731,2,ND,,ON,24.1,1,72,NA,99.82,,15,6158731.2023.1.2.15,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T21:00:00,1,2,0.6,2023-01-02 16:00:00,,,,TORONTO INTL A,,4.7,,2023,,1,5,6158731,2,Nuageux,,ON,24.1,1,75,Cloudy,99.87,,16,6158731.2023.1.2.16,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T22:00:00,1,2,0.4,2023-01-02 17:00:00,,,,TORONTO INTL A,,4.1,,2023,,3,7,6158731,2,ND,,ON,24.1,1,77,NA,99.91,,17,6158731.2023.1.2.17,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-02T23:00:00,1,2,1.4,2023-01-02 18:00:00,,,,TORONTO INTL A,,3.7,,2023,,15,7,6158731,2,ND,,ON,24.1,1,85,NA,99.94,,18,6158731.2023.1.2.18,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T00:00:00,1,3,1.5,2023-01-02 19:00:00,,,,TORONTO INTL A,,3.5,,2023,,17,4,6158731,2,Généralement nuageux,,ON,24.1,1,87,Mostly Cloudy,99.99,,19,6158731.2023.1.2.19,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T01:00:00,1,3,1.3,2023-01-02 20:00:00,,,,TORONTO INTL A,,2.8,,2023,,11,5,6158731,2,ND,,ON,24.1,1,90,NA,99.9,,20,6158731.2023.1.2.20,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T02:00:00,1,3,1.9,2023-01-02 21:00:00,,,,TORONTO INTL A,,2.3,,2023,,14,7,6158731,2,ND,,ON,24.1,1,97,NA,99.89,,21,6158731.2023.1.2.21,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T03:00:00,1,3,2.0,2023-01-02 22:00:00,,,,TORONTO INTL A,,2.2,,2023,,15,5,6158731,2,Généralement nuageux,,ON,24.1,1,99,Mostly Cloudy,99.91,,22,6158731.2023.1.2.22,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T04:00:00,1,3,2.2,2023-01-02 23:00:00,,,,TORONTO INTL A,,2.3,,2023,,11,5,6158731,2,ND,,ON,24.1,1,99,NA,99.87,,23,6158731.2023.1.2.23,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T05:00:00,1,3,2.1,2023-01-03 00:00:00,,,,TORONTO INTL A,,2.1,,2023,,9,8,6158731,3,ND,,ON,24.1,1,100,NA,99.76,,0,6158731.2023.1.3.0,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T06:00:00,1,3,1.6,2023-01-03 01:00:00,,,,TORONTO INTL A,,2.2,,2023,,9,4,6158731,3,Généralement nuageux,,ON,16.1,1,96,Mostly Cloudy,99.71,,1,6158731.2023.1.3.1,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T07:00:00,1,3,1.7,2023-01-03 02:00:00,,,,TORONTO INTL A,,1.7,,2023,,7,5,6158731,3,ND,,ON,16.1,1,100,NA,99.64,,2,6158731.2023.1.3.2,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T08:00:00,1,3,1.2,2023-01-03 03:00:00,,,,TORONTO INTL A,,1.5,,2023,,5,7,6158731,3,ND,,ON,12.9,1,98,NA,99.63,,3,6158731.2023.1.3.3,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T09:00:00,1,3,1.3,2023-01-03 04:00:00,,,,TORONTO INTL A,,1.3,,2023,,36,2,6158731,3,Brouillard,,ON,8.1,1,100,Fog,99.58,,4,6158731.2023.1.3.4,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T10:00:00,1,3,1.7,2023-01-03 05:00:00,,,,TORONTO INTL A,,1.7,,2023,,4,10,6158731,3,Brouillard,,ON,6.4,1,100,Fog,99.49,,5,6158731.2023.1.3.5,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T11:00:00,1,3,1.7,2023-01-03 06:00:00,,,,TORONTO INTL A,,1.7,,2023,,36,7,6158731,3,Brouillard,,ON,6.4,1,100,Fog,99.41,,6,6158731.2023.1.3.6,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T12:00:00,1,3,2.4,2023-01-03 07:00:00,,,,TORONTO INTL A,,2.4,,2023,,3,9,6158731,3,Brouillard,,ON,6.4,1,100,Fog,99.34,,7,6158731.2023.1.3.7,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T13:00:00,1,3,3.1,2023-01-03 08:00:00,,,,TORONTO INTL A,,3.1,,2023,,6,12,6158731,3,Brouillard,,ON,4.8,1,100,Fog,99.27,,8,6158731.2023.1.3.8,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T14:00:00,1,3,3.5,2023-01-03 09:00:00,,,,TORONTO INTL A,,3.5,,2023,,9,13,6158731,3,Brouillard,,ON,4.8,1,100,Fog,99.2,,9,6158731.2023.1.3.9,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T15:00:00,1,3,3.1,2023-01-03 10:00:00,,,,TORONTO INTL A,,3.6,,2023,,7,17,6158731,3,Brouillard,,ON,6.4,1,97,Fog,99.18,,10,6158731.2023.1.3.10,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T16:00:00,1,3,2.7,2023-01-03 11:00:00,,,,TORONTO INTL A,,3.9,,2023,,8,16,6158731,3,Brouillard,,ON,9.7,1,92,Fog,99.13,,11,6158731.2023.1.3.11,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T17:00:00,1,3,2.3,2023-01-03 12:00:00,,,,TORONTO INTL A,,3.9,,2023,,9,17,6158731,3,Brouillard,,ON,6.4,1,89,Fog,99.01,,12,6158731.2023.1.3.12,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T18:00:00,1,3,3.3,2023-01-03 13:00:00,,,,TORONTO INTL A,,3.6,,2023,,7,15,6158731,3,"Pluie,Brouillard",,ON,6.4,1,98,"Rain,Fog",98.94,,13,6158731.2023.1.3.13,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T19:00:00,1,3,3.4,2023-01-03 14:00:00,,,,TORONTO INTL A,,3.4,,2023,,7,15,6158731,3,"Pluie,Brouillard",,ON,4.8,1,100,"Rain,Fog",98.79,,14,6158731.2023.1.3.14,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T20:00:00,1,3,3.3,2023-01-03 15:00:00,,,,TORONTO INTL A,,3.3,,2023,,9,12,6158731,3,"Pluie,Brouillard",,ON,6.4,1,100,"Rain,Fog",98.71,,15,6158731.2023.1.3.15,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T21:00:00,1,3,3.0,2023-01-03 16:00:00,,,,TORONTO INTL A,,3.3,,2023,,7,10,6158731,3,"Pluie,Brouillard",,ON,6.4,1,98,"Rain,Fog",98.73,,16,6158731.2023.1.3.16,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T22:00:00,1,3,3.0,2023-01-03 17:00:00,,,,TORONTO INTL A,,3.0,,2023,,7,12,6158731,3,"Pluie,Brouillard",,ON,4,1,100,"Rain,Fog",98.69,,17,6158731.2023.1.3.17,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-03T23:00:00,1,3,3.2,2023-01-03 18:00:00,,,,TORONTO INTL A,,3.2,,2023,,5,10,6158731,3,Brouillard,,ON,4.8,1,100,Fog,98.72,,18,6158731.2023.1.3.18,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T00:00:00,1,4,3.2,2023-01-03 19:00:00,,,,TORONTO INTL A,,3.2,,2023,,2,14,6158731,3,"Bruine,Brouillard",,ON,6.4,1,100,"Drizzle,Fog",98.66,,19,6158731.2023.1.3.19,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T01:00:00,1,4,2.8,2023-01-03 20:00:00,,,,TORONTO INTL A,,2.8,,2023,,4,9,6158731,3,"Pluie,Brouillard",,ON,6.4,1,100,"Rain,Fog",98.77,,20,6158731.2023.1.3.20,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T02:00:00,1,4,2.6,2023-01-03 21:00:00,,,,TORONTO INTL A,,2.6,,2023,,4,9,6158731,3,"Pluie,Brouillard",,ON,4.8,1,100,"Rain,Fog",98.76,,21,6158731.2023.1.3.21,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T03:00:00,1,4,2.6,2023-01-03 22:00:00,,,,TORONTO INTL A,,2.6,,2023,,7,7,6158731,3,"Pluie,Brouillard",,ON,8.1,1,100,"Rain,Fog",98.76,,22,6158731.2023.1.3.22,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T04:00:00,1,4,2.6,2023-01-03 23:00:00,,,,TORONTO INTL A,,2.6,,2023,,7,8,6158731,3,"Pluie,Brouillard",,ON,6.4,1,100,"Rain,Fog",98.76,,23,6158731.2023.1.3.23,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T05:00:00,1,4,2.6,2023-01-04 00:00:00,,,,TORONTO INTL A,,2.6,,2023,,6,9,6158731,4,"Bruine,Brouillard",,ON,4.8,1,100,"Drizzle,Fog",98.75,,0,6158731.2023.1.4.0,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T06:00:00,1,4,2.6,2023-01-04 01:00:00,,,,TORONTO INTL A,,2.6,,2023,,4,6,6158731,4,"Bruine,Brouillard",,ON,4.8,1,100,"Drizzle,Fog",98.76,,1,6158731.2023.1.4.1,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T07:00:00,1,4,2.4,2023-01-04 02:00:00,,,,TORONTO INTL A,,2.4,,2023,,10,12,6158731,4,"Bruine,Brouillard",,ON,6.4,1,100,"Drizzle,Fog",98.81,,2,6158731.2023.1.4.2,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T08:00:00,1,4,2.2,2023-01-04 03:00:00,,,,TORONTO INTL A,,2.2,,2023,,11,6,6158731,4,"Bruine,Brouillard",,ON,4.8,1,100,"Drizzle,Fog",98.88,,3,6158731.2023.1.4.3,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T09:00:00,1,4,2.1,2023-01-04 04:00:00,,,,TORONTO INTL A,,2.1,,2023,,9,10,6158731,4,"Bruine,Brouillard",,ON,4.8,1,100,"Drizzle,Fog",98.86,,4,6158731.2023.1.4.4,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T10:00:00,1,4,2.1,2023-01-04 05:00:00,,,,TORONTO INTL A,,2.1,,2023,,9,8,6158731,4,"Pluie,Bruine,Brouillard",,ON,6.4,1,100,"Rain,Drizzle,Fog",98.89,,5,6158731.2023.1.4.5,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T11:00:00,1,4,2.1,2023-01-04 06:00:00,,,,TORONTO INTL A,,2.1,,2023,,8,9,6158731,4,"Bruine,Brouillard",,ON,4.8,1,100,"Drizzle,Fog",98.92,,6,6158731.2023.1.4.6,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T12:00:00,1,4,2.2,2023-01-04 07:00:00,,,,TORONTO INTL A,,2.2,,2023,,10,11,6158731,4,"Bruine,Brouillard",,ON,4,1,100,"Drizzle,Fog",98.92,,7,6158731.2023.1.4.7,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T13:00:00,1,4,2.3,2023-01-04 08:00:00,,,,TORONTO INTL A,,2.3,,2023,,6,11,6158731,4,"Bruine,Brouillard",,ON,3.2,1,100,"Drizzle,Fog",98.93,,8,6158731.2023.1.4.8,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T14:00:00,1,4,2.4,2023-01-04 09:00:00,,,,TORONTO INTL A,,2.4,,2023,,9,13,6158731,4,"Bruine,Brouillard",,ON,1.6,1,100,"Drizzle,Fog",99.0,,9,6158731.2023.1.4.9,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T15:00:00,1,4,2.3,2023-01-04 10:00:00,,,,TORONTO INTL A,,2.3,,2023,,8,10,6158731,4,"Pluie,Brouillard",,ON,2.4,1,100,"Rain,Fog",99.02,,10,6158731.2023.1.4.10,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T16:00:00,1,4,2.5,2023-01-04 11:00:00,,,,TORONTO INTL A,,2.5,,2023,,9,18,6158731,4,"Pluie,Brouillard",,ON,4.8,1,100,"Rain,Fog",98.86,,11,6158731.2023.1.4.11,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T17:00:00,1,4,2.6,2023-01-04 12:00:00,,,,TORONTO INTL A,,2.6,,2023,,9,12,6158731,4,Brouillard,,ON,6.4,1,100,Fog,98.94,,12,6158731.2023.1.4.12,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T18:00:00,1,4,2.8,2023-01-04 13:00:00,,,,TORONTO INTL A,,2.8,,2023,,8,16,6158731,4,"Bruine,Brouillard",,ON,4,1,100,"Drizzle,Fog",98.85,,13,6158731.2023.1.4.13,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T19:00:00,1,4,2.5,2023-01-04 14:00:00,,,,TORONTO INTL A,,2.5,,2023,,7,13,6158731,4,"Bruine,Brouillard",,ON,3.2,1,100,"Drizzle,Fog",98.76,,14,6158731.2023.1.4.14,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T20:00:00,1,4,2.8,2023-01-04 15:00:00,,,,TORONTO INTL A,,2.8,,2023,,10,17,6158731,4,"Bruine,Brouillard",,ON,6.4,1,100,"Drizzle,Fog",98.7,,15,6158731.2023.1.4.15,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T21:00:00,1,4,2.7,2023-01-04 16:00:00,,,,TORONTO INTL A,,2.7,,2023,,9,19,6158731,4,"Pluie,Brouillard",,ON,6.4,1,100,"Rain,Fog",98.61,,16,6158731.2023.1.4.16,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T22:00:00,1,4,2.7,2023-01-04 17:00:00,,,,TORONTO INTL A,,2.7,,2023,,7,14,6158731,4,"Pluie,Brouillard",,ON,8.1,1,100,"Rain,Fog",98.55,,17,6158731.2023.1.4.17,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-04T23:00:00,1,4,2.8,2023-01-04 18:00:00,,,,TORONTO INTL A,,2.8,,2023,,5,13,6158731,4,"Pluie forte,Brouillard",,ON,6.4,1,100,"Heavy Rain,Fog",98.57,,18,6158731.2023.1.4.18,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-05T00:00:00,1,5,2.9,2023-01-04 19:00:00,,,,TORONTO INTL A,,2.9,,2023,,14,7,6158731,4,"Pluie modérée,Brouillard",,ON,6.4,1,100,"Moderate Rain,Fog",98.64,,19,6158731.2023.1.4.19,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-05T01:00:00,1,5,3.1,2023-01-04 20:00:00,,,,TORONTO INTL A,,3.1,,2023,,2,11,6158731,4,Pluie,,ON,16.1,1,100,Rain,98.54,,20,6158731.2023.1.4.20,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-05T02:00:00,1,5,3.6,2023-01-04 21:00:00,,,,TORONTO INTL A,,3.6,,2023,,22,3,6158731,4,ND,,ON,19.3,1,100,NA,98.72,,21,6158731.2023.1.4.21,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-05T03:00:00,1,5,3.1,2023-01-04 22:00:00,,,,TORONTO INTL A,,3.1,,2023,,36,5,6158731,4,"Pluie,Brouillard",,ON,9.7,1,100,"Rain,Fog",98.69,,22,6158731.2023.1.4.22,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-05T04:00:00,1,5,3.0,2023-01-04 23:00:00,,,,TORONTO INTL A,,3.0,,2023,,23,4,6158731,4,Bruine,,ON,9.7,1,100,Drizzle,98.79,,23,6158731.2023.1.4.23,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-05T05:00:00,1,5,2.7,2023-01-05 00:00:00,,,,TORONTO INTL A,,2.7,,2023,,14,9,6158731,5,"Bruine,Brouillard",,ON,3.2,1,100,"Drizzle,Fog",98.86,,0,6158731.2023.1.5.0,,,2023,,,
-79.63055555555556,43.67666666666667,2023-01-05T06:00:00,1,5,2.6,2023-01-05 01:00:00,,,,TORONTO INTL A,,2.6,,2023,,12,5,6158731,5,"Bruine,Brouillard",,ON,2.4,1,100,"Drizzle,Fog",98.84,,1,6158731.2023.1.5.1,,,2023,,,
